current_age,race,sex,citizen,military,education,homeless_12mo_prior,jail_time_served,jail_time,arrest_year,admit_year,held_by,state,sentenced,controlling_offense,controlling_offense_type,arrested_during_status,firearm_at_offense,alc_at_offense,drug_at_offense,victim_hispanic,victim_race,victim_sex,victim_age,victim_known,victim_offense,max_time_est,censored,race_white,race_black
28,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,5110,2004,2006,State,OH,Yes,Rape Sexual Assault,Violent,None,No,No,No,No,White,Female,12 to 17,Knew,Rape,2,1,Y,N
42,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,182,2013,2016,State,NY,Yes,Other Violent,Violent,None,No,Yes,Yes,Yes,Unknown,Male,35 to 54,Stranger,Other Violent Offense,3,1,N,Y
32,Black,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,182,2009,2009,State,IL,Yes,Robbery,Violent,None,Yes,Yes,Yes,NA,Unknown,Male,NA,Stranger,Other Violent Offense,0,1,N,Y
44,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,274,2015,2016,State,IL,Yes,Other Public Order,Public order,Probation,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
46,Other,Male,Citizen,Non-veteran,Less Than High School,No,No,0,1997,1997,State,IL,Yes,Rape Sexual Assault,Violent,Parole,No,No,No,No,White,Female,Under 12 Years,Knew,Rape,0,1,N,N
29,White,Female,Citizen,Non-veteran,High School Graduate,No,No,0,2014,2016,State,MO,Yes,Other Violent,Violent,None,No,No,NA,NA,White,NA,NA,NA,NA,2,1,Y,N
53,White,Female,Citizen,Non-veteran,High School Graduate,No,NA,NA,2016,2016,State,MA,No,Homicide,Violent,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,0,0,Y,N
50,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,11,2013,2014,Federal,NV,Yes,Other Violent,Violent,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
48,White,Female,Citizen,Non-veteran,Some College,No,Yes,21,2016,2016,State,PA,Yes,Other Property,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
26,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,517,2009,2011,State,VA,Yes,Homicide,Violent,None,Yes,No,No,No,Black,Male,12 to 17,Knew,Murder / Manslaughter / Homicide,2,1,N,Y
34,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,60,2013,2014,State,OR,Yes,Burglary,Property,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
33,Hispanic,Male,Citizen,Non-veteran,Some College,No,Yes,182,2013,2014,State,IL,Yes,Rape Sexual Assault,Violent,None,NA,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
47,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,456,2008,2010,State,CA,Yes,Other Violent,Violent,None,No,Yes,No,Yes,White,NA,NA,NA,NA,2,1,N,N
36,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,152,2006,2007,State,PA,Yes,Weapons,Public order,Parole,Yes,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
40,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,91,NA,2011,State,MI,Yes,Assault,Violent,None,No,Yes,Yes,No,Black,Female,35 to 54,Knew,Other Violent Offense,NA,1,N,Y
33,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,122,2012,2013,State,AR,Yes,Drug Trafficking,Drug,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
36,White,Female,Citizen,Non-veteran,Some College,Yes,Yes,608,2014,2014,State,NJ,Yes,Other Property,Property,Probation,No,No,No,NA,NA,NA,NA,NA,NA,0,1,Y,N
50,Black,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,122,2008,2008,State,PA,Yes,Robbery,Violent,None,No,Yes,Yes,No,Black,Male,55 or Older,Knew,Other Violent Offense,0,1,N,Y
60,Hispanic,Male,Citizen,Non-veteran,Some College,No,Yes,105,2014,2015,State,MI,Yes,Other Public Order,Public order,None,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
65,Asian/Native Hawaiian/Other Pacific Islander,Male,Citizen,Non-veteran,NA,No,No,0,NA,1990,Federal,NY,Yes,Other Drug,Drug,None,No,No,NA,NA,NA,NA,NA,NA,NA,NA,1,N,N
53,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,45,2007,2007,State,TN,Yes,Rape Sexual Assault,Violent,None,No,NA,NA,No,White,Female,12 to 17,Knew,Rape,0,1,Y,N
59,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,21,2010,2011,State,NC,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
20,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,213,2014,2015,State,MS,Yes,Burglary,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
47,Black,Female,Citizen,Non-veteran,Less Than High School,Yes,Yes,365,2015,NA,State,KS,Yes,Drug Trafficking,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,1,N,Y
32,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,304,2010,2011,Federal,NC,Yes,Drug Trafficking,Drug,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
36,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,2006,2008,State,PA,Yes,Assault,Violent,None,No,No,Yes,No,Black,Male,25 to 34,Knew,Other Violent Offense,2,1,N,N
48,White,Male,Citizen,Non-veteran,Some College,Yes,Yes,80,NA,2015,State,IL,Yes,Burglary,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,1,Y,N
30,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2009,2016,State,CO,Yes,Other Public Order,Public order,Parole,No,No,No,NA,NA,NA,NA,NA,NA,7,1,N,Y
31,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,152,2012,2013,State,MD,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
42,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,No,0,2007,2008,Federal,NM,Yes,Drug Trafficking,Drug,None,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,N
38,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,426,2014,2015,State,IN,Yes,Drug Trafficking,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
51,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,335,2010,NA,State,GA,Yes,Assault,Violent,None,No,NA,NA,No,White,Male,Under 12 Years,Knew,Other Violent Offense,NA,1,N,Y
29,Other,Male,Citizen,Non-veteran,Some College,No,Yes,517,2013,2014,State,PA,Yes,Burglary,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
50,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,42,2014,2015,State,TX,Yes,Other Property,Property,None,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
51,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,152,2007,2008,State,TX,Yes,Burglary,Property,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
23,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,274,2014,2016,State,OH,Yes,Drug Possession,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,2,1,Y,N
24,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2016,2016,State,IL,Yes,Drug Possession,Drug,Parole,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
61,Black,Male,Citizen,Non-veteran,Less Than High School,NA,Yes,5110,NA,NA,State,PA,Yes,Assault,Violent,None,No,No,No,No,Black,Male,25 to 34,Stranger,Other Violent Offense,NA,1,N,Y
43,American Indian/Alaska Native,Male,Citizen,Non-veteran,Less Than High School,No,Yes,274,2004,2005,State,TX,Yes,Assault,Violent,None,No,No,No,No,American Indian/Alaska Native,Male,35 to 54,Knew,Other Violent Offense,1,1,N,N
29,Hispanic,Male,Non-citizen,Non-veteran,High School Graduate,No,Yes,426,2010,2011,State,SC,Yes,Other Public Order,Public order,None,No,Yes,No,NA,NA,NA,NA,NA,NA,1,1,N,N
36,White,Female,Citizen,Non-veteran,Some College,No,Yes,93,2016,2016,State,TX,Yes,Drug Possession,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
56,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,852,2013,2015,Federal,TX,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,2,1,N,N
32,White,Male,Citizen,Non-veteran,Some College,No,Yes,342,2015,2016,State,NY,Yes,Drug Trafficking,Drug,Parole,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
52,White,Male,Citizen,Non-veteran,Less Than High School,NA,Yes,7,NA,NA,State,ID,Yes,Rape Sexual Assault,Violent,Probation,No,Yes,No,NA,Unknown,NA,NA,NA,NA,NA,1,Y,N
34,Black,Female,Citizen,Non-veteran,Some College,No,Yes,1,2012,2013,State,MO,Yes,Other Property,Property,None,No,No,NA,NA,NA,NA,NA,NA,NA,1,1,N,Y
32,Black,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,61,2013,2014,State,TX,Yes,Drug Trafficking,Drug,None,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
47,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,213,NA,2013,ICE,NC,Yes,Drug Possession,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,1,N,N
50,White,Female,Non-citizen,Non-veteran,College Degree or More,No,No,0,2000,2002,State,NY,Yes,Homicide,Violent,None,No,No,No,No,White,Male,35 to 54,Knew,Murder / Manslaughter / Homicide,2,1,Y,N
58,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,365,2011,2012,State,OK,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
42,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,2015,2015,State,IL,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,0,1,Y,N
47,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,274,1988,1989,State,FL,Yes,Homicide,Violent,Probation,Yes,NA,NA,Yes,Unknown,NA,NA,NA,NA,1,1,N,Y
26,White,Male,Citizen,Non-veteran,Some College,No,Yes,91,2012,2012,Federal,IL,Yes,Rape Sexual Assault,Violent,None,No,No,No,NA,Unknown,Female,35 to 54,Stranger,Other Violent Offense,0,1,Y,N
42,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,116,2015,2015,State,TX,Yes,Drug Possession,Drug,None,No,NA,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
40,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,335,2012,2013,Federal,-1,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
46,White,Female,Citizen,Non-veteran,Some College,No,Yes,10,2010,2012,State,MO,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,2,1,Y,N
24,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,912,2015,2016,State,GA,Yes,Weapons,Public order,Probation,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
49,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2002,2003,State,CA,Yes,Robbery,Violent,None,No,No,No,NA,Unknown,NA,NA,NA,NA,1,1,N,N
43,Other,Female,Citizen,Non-veteran,Less Than High School,No,Yes,2,2014,2014,State,KY,Yes,Rape Sexual Assault,Violent,None,No,Yes,Yes,No,White,Female,12 to 17,Knew,Rape,0,1,N,N
40,Black,Male,Citizen,Non-veteran,High School Graduate,Yes,Yes,365,2009,2010,State,MS,Yes,Rape Sexual Assault,Violent,None,No,No,No,No,Black,Male,18 to 24,Stranger,Rape,1,1,N,Y
25,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,760,2013,2015,State,VA,Yes,Robbery,Violent,None,Yes,No,Yes,Yes,White,NA,NA,NA,NA,2,1,N,Y
48,American Indian/Alaska Native,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,2009,2012,State,GA,Yes,Rape Sexual Assault,Violent,None,No,Yes,Yes,NA,Multiple,NA,NA,NA,NA,3,1,N,N
40,Black,Male,Citizen,Non-veteran,High School Graduate,No,Yes,182,1994,1995,State,FL,Yes,Robbery,Violent,Probation,Yes,No,Yes,NA,Multiple,NA,NA,NA,NA,1,1,N,Y
25,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,213,2012,2013,State,OK,Yes,Drug Trafficking,Drug,None,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
37,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,30,2011,2015,State,IL,Yes,Drug Trafficking,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,4,1,Y,N
67,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,30,2010,2015,Federal,FL,Yes,Other Property,Property,None,No,No,No,NA,NA,NA,NA,NA,NA,5,1,Y,N
57,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,1979,1981,State,FL,Yes,Burglary,Property,Probation,No,No,No,NA,NA,NA,NA,NA,NA,2,1,N,Y
29,Black,Male,Citizen,Non-veteran,Some College,No,Yes,730,2010,2012,Federal,IA,Yes,Weapons,Public order,Parole,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,2,1,N,Y
37,Black,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,243,2013,2013,State,AZ,Yes,Drug Trafficking,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,Y
23,Black,Male,Citizen,Non-veteran,Some College,No,Yes,548,2012,2014,State,FL,Yes,Assault,Violent,None,Yes,Yes,Yes,NA,Black,NA,NA,NA,NA,2,1,N,Y
64,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,1989,NA,State,FL,Yes,Other Property,Property,Parole,No,NA,Yes,NA,NA,NA,NA,NA,NA,NA,1,N,Y
39,White,Female,Citizen,Non-veteran,Less Than High School,NA,Yes,456,2014,2015,State,VA,Yes,Other Property,Property,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
57,White,Male,Citizen,Veteran,Less Than High School,No,Yes,365,1978,1979,State,MA,Yes,Homicide,Violent,None,Yes,Yes,No,No,White,Male,35 to 54,Stranger,Murder / Manslaughter / Homicide,1,1,Y,N
47,Hispanic,Male,Citizen,Non-veteran,High School Graduate,No,Yes,1,2014,2015,Federal,NY,Yes,Other Property,Property,Probation,No,NA,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
37,Hispanic,NA,Non-citizen,Non-veteran,Less Than High School,No,Yes,365,2010,2011,Federal,TX,Yes,Drug Trafficking,Drug,None,No,NA,NA,NA,NA,NA,NA,NA,NA,1,1,N,N
45,Hispanic,Male,Citizen,Non-veteran,Some College,No,Yes,0,NA,2014,Federal,FL,Yes,Other Public Order,Public order,None,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,N
46,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,1990,1991,State,TX,Yes,Burglary,Property,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,N,Y
38,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,1095,2009,2011,Federal,PA,Yes,Drug Trafficking,Drug,None,No,No,NA,NA,NA,NA,NA,NA,NA,2,1,N,N
53,Hispanic,Female,Citizen,Non-veteran,Some College,No,NA,NA,2016,2016,Local,CT,No,Other Public Order,Public order,NA,NA,No,Yes,NA,NA,NA,NA,NA,NA,0,0,N,N
31,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,578,2012,2013,State,SC,Yes,Assault,Violent,None,No,No,No,No,White,Male,12 to 17,Stranger,Other Violent Offense,1,1,Y,N
22,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,No,0,2015,2016,State,NV,Yes,Assault,Violent,Parole,No,Yes,Yes,No,White,Female,35 to 54,Knew,Other Violent Offense,1,1,N,N
48,White,Male,Citizen,Non-veteran,Some College,No,Yes,548,NA,NA,State,AZ,Yes,Robbery,Violent,None,No,NA,No,NA,White,NA,NA,NA,NA,NA,1,Y,N
53,White,Male,Citizen,Non-veteran,NA,No,No,0,NA,2016,State,NV,Yes,Assault,Violent,None,No,No,Yes,NA,Unknown,NA,NA,NA,NA,NA,1,Y,N
54,White,Male,Citizen,Non-veteran,Less Than High School,NA,Yes,730,1996,1997,State,TX,Yes,Robbery,Violent,None,NA,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
28,Black,Female,Citizen,Non-veteran,Less Than High School,No,Yes,122,2012,2013,Federal,AK,Yes,Other Property,Property,Probation,No,NA,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
33,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,61,2014,2015,State,NC,Yes,Other Property,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
31,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,91,2008,2008,State,TX,Yes,Robbery,Violent,None,No,Yes,No,No,White,Male,35 to 54,Stranger,Other Violent Offense,0,1,N,N
59,NA,Male,Citizen,Non-veteran,Less Than High School,No,Yes,426,1991,1992,State,NY,Yes,Burglary,Property,Parole,No,NA,Yes,NA,NA,NA,NA,NA,NA,1,1,NA,NA
60,Black,Male,Citizen,Veteran,Less Than High School,No,Yes,182,2013,2014,State,VA,Yes,Rape Sexual Assault,Violent,None,No,Yes,NA,No,Black,Female,55 or Older,Knew,Rape,1,1,N,Y
36,White,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,75,2015,2016,State,GA,Yes,Other Public Order,Public order,Parole,No,No,No,NA,NA,NA,NA,NA,NA,1,1,Y,N
19,Hispanic,Female,Citizen,Non-veteran,Less Than High School,Yes,Yes,61,2016,2016,State,IA,Yes,Other Property,Property,Probation,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
25,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,395,2010,2011,State,PA,Yes,Homicide,Violent,Probation,Yes,Yes,Yes,Yes,Unknown,Male,12 to 17,Stranger,Murder / Manslaughter / Homicide,1,1,N,N
41,White,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,41,2014,2015,State,SC,Yes,Drug Trafficking,Drug,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
37,Other,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,243,1996,1996,State,MO,Yes,Assault,Violent,None,No,No,No,No,White,Female,18 to 24,Stranger,Other Violent Offense,0,1,N,N
33,Black,Male,Citizen,Non-veteran,Less Than High School,No,NA,NA,2014,2014,State,PA,No,Assault,Violent,NA,NA,No,No,NA,NA,NA,NA,NA,NA,0,0,N,Y
31,White,Female,Citizen,Non-veteran,Less Than High School,No,Yes,34,2012,2015,State,SC,Yes,Other Property,Property,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,3,1,Y,N
37,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,Yes,395,2005,2006,State,NC,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
48,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,182,1998,1999,State,MO,Yes,Robbery,Violent,Parole,Yes,NA,No,No,Black,Male,25 to 34,Knew,Other Violent Offense,1,1,N,Y
48,Hispanic,Male,Non-citizen,Non-veteran,High School Graduate,No,Yes,274,2014,2014,Federal,CA,Yes,Other Public Order,Public order,None,No,NA,NA,NA,NA,NA,NA,NA,NA,0,1,N,N
63,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,122,2011,2012,State,OH,Yes,Rape Sexual Assault,Violent,None,No,No,No,No,White,Female,18 to 24,Knew,Rape,1,1,N,N
60,White,Male,Citizen,Non-veteran,Some College,No,Yes,365,2003,2004,State,VA,Yes,Rape Sexual Assault,Violent,None,No,No,No,No,White,Female,Under 12 Years,Knew,Other Violent Offense,1,1,Y,N
22,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,30,2014,2014,State,TX,Yes,Homicide,Violent,Probation,No,NA,Yes,Yes,White,Male,18 to 24,Stranger,Murder / Manslaughter / Homicide,0,1,N,N
44,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,1995,NA,State,IN,Yes,Homicide,Violent,None,Yes,No,Yes,No,White,Male,18 to 24,Knew,Murder / Manslaughter / Homicide,NA,1,Y,N
35,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,21,2014,2015,State,TX,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
31,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2010,2011,Federal,TX,Yes,Drug Trafficking,Drug,Probation,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,N
37,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,852,2007,2009,State,CA,Yes,Assault,Violent,Parole,Yes,NA,No,Yes,White,Male,NA,Stranger,Other Violent Offense,2,1,N,N
24,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2009,2011,State,GA,Yes,Homicide,Violent,None,No,No,Yes,No,Black,Male,25 to 34,Stranger,Murder / Manslaughter / Homicide,2,1,N,Y
37,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2012,2014,Federal,TX,Yes,Drug Trafficking,Drug,None,No,No,No,NA,NA,NA,NA,NA,NA,2,1,N,N
43,White,Male,Citizen,Non-veteran,Less Than High School,No,No,0,2010,2010,Federal,MO,Yes,Other Public Order,Public order,None,No,Yes,Yes,NA,NA,NA,NA,NA,NA,0,1,Y,N
36,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,11,2015,2016,State,OH,Yes,Other Property,Property,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
36,Black,Female,Citizen,Non-veteran,Less Than High School,No,No,0,2014,2014,State,DE,Yes,Robbery,Violent,None,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,Y
29,White,Female,Citizen,Non-veteran,Some College,No,Yes,61,2013,2013,State,MO,Yes,Robbery,Violent,None,No,No,Yes,No,White,Male,35 to 54,Stranger,Other Violent Offense,0,1,Y,N
44,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,1095,2004,2009,Federal,MO,Yes,Drug Trafficking,Drug,Parole,No,Yes,Yes,NA,NA,NA,NA,NA,NA,5,1,Y,N
37,Hispanic,Male,Citizen,Non-veteran,Less Than High School,No,Yes,300,2008,2009,Federal,MO,Yes,Other Public Order,Public order,Probation,No,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,N,N
49,Hispanic,Female,Non-citizen,Non-veteran,Less Than High School,No,Yes,243,2011,2011,Federal,CA,Yes,Drug Trafficking,Drug,None,No,NA,NA,NA,NA,NA,NA,NA,NA,0,1,N,N
40,Hispanic,Male,Citizen,Non-veteran,High School Graduate,No,Yes,44,2012,2012,State,PA,Yes,Drug Trafficking,Drug,Parole,No,No,NA,NA,NA,NA,NA,NA,NA,0,1,N,N
38,Black,Male,Citizen,Non-veteran,Some College,No,Yes,335,2014,2015,Federal,KY,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,1,1,N,Y
30,Black,Male,Citizen,Non-veteran,Some College,No,Yes,5,2009,2013,State,NJ,Yes,Drug Trafficking,Drug,Probation,No,No,No,NA,NA,NA,NA,NA,NA,4,1,N,Y
58,White,Male,Citizen,Non-veteran,High School Graduate,Yes,No,0,NA,NA,Federal,NC,Yes,Other Public Order,Public order,None,No,No,No,NA,NA,NA,NA,NA,NA,NA,1,Y,N
33,Black,Male,Citizen,Veteran,High School Graduate,No,Yes,365,2006,2007,State,TN,Yes,Robbery,Violent,None,No,No,Yes,NA,Unknown,NA,NA,NA,NA,1,1,N,Y
46,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,2014,2015,State,TX,Yes,Other Property,Property,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
49,White,Female,Citizen,Non-veteran,High School Graduate,Yes,Yes,122,2013,2016,State,TX,Yes,Drug Possession,Drug,Probation,No,No,No,NA,NA,NA,NA,NA,NA,3,1,Y,N
38,Other,Male,Citizen,Non-veteran,Less Than High School,No,Yes,487,1995,1996,State,WI,Yes,Assault,Violent,None,No,No,No,No,White,Male,12 to 17,Knew,Murder / Manslaughter / Homicide,1,1,N,N
60,Black,Male,Citizen,Veteran,Less Than High School,No,Yes,730,1991,1993,State,MO,Yes,Homicide,Violent,Parole,Yes,NA,NA,No,Black,Male,25 to 34,Knew,Murder / Manslaughter / Homicide,2,1,N,Y
23,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,25,2015,2016,Local,KY,No,Other Drug,Drug,NA,No,No,Yes,NA,NA,NA,NA,NA,NA,1,0,Y,N
28,Other,Male,Citizen,Non-veteran,Less Than High School,No,NA,NA,2014,2015,State,NY,No,Drug Trafficking,Drug,NA,NA,No,No,NA,NA,NA,NA,NA,NA,1,0,N,N
39,White,Female,Citizen,Non-veteran,High School Graduate,No,Yes,58,2015,2016,State,NE,Yes,Drug Trafficking,Drug,None,No,No,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
35,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,730,2014,2015,State,GA,Yes,Other Violent,Violent,Probation,No,NA,No,No,Black,Female,55 or Older,Knew,Other Violent Offense,1,1,N,Y
37,Hispanic,Male,Citizen,Veteran,High School Graduate,No,Yes,213,2012,2012,State,MD,Yes,Drug Trafficking,Drug,Parole,No,No,No,NA,NA,NA,NA,NA,NA,0,1,N,N
44,Hispanic,Male,Non-citizen,Non-veteran,Less Than High School,No,No,0,2009,NA,Federal,MS,Yes,Other Violent,Violent,None,Yes,NA,No,NA,NA,NA,NA,NA,NA,NA,1,N,N
35,Black,Male,Citizen,Non-veteran,Less Than High School,No,Yes,548,1996,1998,State,AL,Yes,Homicide,Violent,None,Yes,NA,Yes,No,Black,Male,35 to 54,Stranger,Murder / Manslaughter / Homicide,2,1,N,Y
29,White,Male,Citizen,Non-veteran,High School Graduate,No,Yes,152,2010,2011,State,AZ,Yes,Other Violent,Violent,Probation,Yes,No,Yes,NA,American Indian/Alaska Native,Male,35 to 54,Knew,Other Violent Offense,1,1,Y,N
47,Other,Male,Citizen,Non-veteran,Less Than High School,No,No,0,2013,2013,State,AL,Yes,Drug Trafficking,Drug,Probation,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
52,Hispanic,Male,Citizen,Non-veteran,Less Than High School,Yes,Yes,365,NA,NA,State,PA,Yes,Rape Sexual Assault,Violent,None,No,Yes,Yes,Yes,White,Female,55 or Older,Knew,Rape,NA,1,N,N
35,White,Male,Citizen,Non-veteran,Less Than High School,No,Yes,365,2014,2015,State,TN,Yes,Drug Trafficking,Drug,None,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,1,1,Y,N
37,Other,Female,Citizen,Non-veteran,High School Graduate,NA,Yes,5,2016,2016,State,NC,Yes,Other Public Order,Public order,Parole,No,No,Yes,NA,NA,NA,NA,NA,NA,0,1,N,N
